TELEFONO;COGNOME;NOME;EMAIL
'+393467859965;Bianco;saturnina;Bianco00@yahoo.com
'+393467859965;corrado;dino;fragolina@yahoo.com
'+393468010376;;fulgero;fu-b4tt3ll1@yahoo.com
'+393468124434;Galli;rambaldo;r.G4ll1@tim.it
'+393468189845;pierucci ;giosofatto;naevyhwrvapqfvsv@gmail.com
'+393468271228;;fenela;
'+393468340142;;;battaglia81@virgilio.it
'+393468398481;clementucci;nevilia;nevilia95@virgilio.it
'+393468513106;Colombo;consiglio;c0-C0l0mb0@alice.it
'+393468517882;callegarini;deonisio;ma-paul@hotmail.it
'+393468530334;;medina;placidi 53@hotmail.com
'+393468638148;zaccaria;pompeo;mpr3l4t1@hotmail.it
'+393468678770;coluccia;inelde;
'+393468699620;guidi;olda;p4.3m1l1@virgilio.it
'+393468756741;urbini;novaro;novaro55@libero.it
'+393468800268;bonsignore;filonilla;filonilla36@hotmail.com
'+393468831799;Antonelli;riedo;vxiqzwzn@alice.it
'+393468831799;bevilacqua;ciretta;s4lv3m1n1-3ll0@tim.it
'+393468854054;;Novario;no.rossi@libero.it
'+393468862155;;niobe;niobe@virgilio.it
'+393468947656;bartolini;sotero;b4rt0l1n1-s0t3r0@hotmail.com
'+393469091906;fontanella;zarina;4br4p4lm4 @libero.it
'+393469143194;;;adssmjrabjwxszswpnz@tim.it
'+393469178513;fontanella;marena;
'+393469341576;;;roldo06@hotmail.com
'+393469377148;;;
'+393469639962;;;isonza68@yahoo.com
'+393469668786;Brambilla;evino;
'+393469679911;Santoro;;3.k4r1m@hotmail.com
'+393469699067;manchia;alidora;grsdfpfeq@tim.it
'+393469789528;fortini;benso;
'+393469789528;ianne;vania;ianne90@hotmail.com
'+393469998036;;masina;
'+393470004460;pacini;adelmaro;pacinia@libero.it
'+393470020281;harroud;;
'+393470095945;malagigi;cristopher;
'+393470103302;bellinzoni;giorgino;
'+393470279951;accadia;dolorice;fenicia51@virgilio.it
'+393470300452;;;lapo100@gmail.com
'+393470376574;;;v-cauteruccio@libero.it
'+393470408674;di mario;dolorino;abcdefghijklmnopq@tim.it
'+393470491984;caniglia ;ambrogio;ambrogio34@libero.it
'+393470506858;sanges;siriano;
'+393470544640;Perrone;wania;w4n14-P3rr0n3@alice.it
'+393470646865;;;concettino-cagnotti@libero.it
'+393470651299;;redi;
'+393470775137;tiglio;wilna;w1.t1gl10@libero.it
'+393470776415;;franceschino;franceschino42@virgilio.it
'+393470776415;cutillo;janna;janna78@gmail.com
'+393470792989;;;mauro70@yahoo.com
'+393470834181;kosek;quinziano;qkosek@hotmail.com
'+393470840444;cerchierini;;3sp0s1t0-V4l3nt3@gmail.com
'+393470936006;odigwe;regolo;regolo59@yahoo.com
'+393470972961;;glenda;f1F0nt4n4@gmail.com
'+393470983653;;;ottobrina68@yahoo.com
'+393471011862;Romano;;foschina.romano@libero.it
'+393471048024;;;m.lippi@yahoo.com
'+393471053692;;stalino;m0ns0n3 st4l1n0@yahoo.com
'+393471084039;Grimaldi;fesio;
'+393471222586;;;
'+393471256524;cicconi;rinieri;cicconi@virgilio.it
'+393471266172;Romeo;;natalina57@libero.it
'+393471418748;;Plinio;plinio57@hotmail.it
'+393471436103;;eudossia;abcdefghij@alice.it
'+393471632847;;;elda78@gmail.com
'+393471741243;fiuzzi;lieto;fiuzzi63@tim.it
'+393471797686;lena;niccolo;n1-l3n4@yahoo.com
'+393471830050;zanelli;quarto;Bianco00@yahoo.com
'+393471842148;polidori;annalisa;annalisa52@libero.it
'+393471881132;Marra;alboina;d0-d'4l3ss4ndr0@alice.it
'+393471900036;rossi;vita;
'+393471900592;;Alighieri;
'+393471900592;Paul;Consuela;gkthijkozbvpgdny@yahoo.com
'+393472104997;;;valente-alde@tim.it
'+393472211010;pisacane;comodo;c-r3s3nd3 4z3v3d0@alice.it
'+393472223412;Sartori;;quartarone.bi@libero.it
'+393472246566;;pisano;contiu50@hotmail.it
'+393472246566;;;gromala.policarpio@hotmail.it
'+393472247707;antonelli;cinzio;
'+393472276939;;;
'+393472350768;;gioella;conti.gi@tim.it
'+393472370915;vassura;domenichino;d0m3n1ch1n0-v4ssur4@yahoo.com
'+393472393070;;;willelmo57@gmail.com
'+393472393070;;olesia;olesia09@tim.it
'+393472423302;;caruso;
'+393472429845;;;lello@gmail.com
'+393472633624;zanella;zulina;ur4S1lv3str1@hotmail.it
'+393472633624;resende azevedo;odovilio;0d0v1l10-r3s3nd3 4z3v3d0@tim.it
'+393472636279;;;ro-cusin@yahoo.com
'+393472638846;Esposito;plavo;alge.alpi@alice.it
'+393472731426;nurul;venuta;venuta51@alice.it
'+393472810851;tufano;isolo;1s0.tuf4n0@yahoo.com
'+393472816820;Caputo;meme;C4put0m3m3@yahoo.com
'+393472891406;zenina;antuono;antuono64@gmail.com
'+393473030488;;;udilla@gmail.com
'+393473048366;Ceccarelli;artimino;artimino82@alice.it
'+393473048366;metozzi;ivrea;
'+393473128745;Piccolo;maggiolino;M4zz4.m@yahoo.com
'+393473147776;Giuliani;nello;carissimo-sartori@yahoo.com
'+393473175367;;;
'+393473263405;steffanina;osio;st3ff4n1n4.0s10@hotmail.it
'+393473390924;;feliciano;corrado15@gmail.com
'+393473410145;fabiani;adelita;armeno88@libero.it
'+393473586524;Longo;follia;r0cch1n0.Gu3rr4@gmail.com
'+393473637613;masetti;zaro;zaro83@tim.it
'+393473693285;zaratti;potita;p0t1t4.z4r4tt1@alice.it
'+393473785052;baiano;iseo;baiano51@tim.it
'+393473785052;;abbondina;palma50@tim.it
'+393473785052;;elina;elina05@hotmail.com
'+393473830857;naci;venazio;zaccaria12@tim.it
'+393473910903;;Abbondazio;zurzolo.c@hotmail.it
'+393473928859;Giordano;;luG10rd4n0@tim.it
'+393474006031;kazi;roselio;k4z1.r@hotmail.it
'+393474006031;;martiniano;fl0r1c4.p4p4l30@alice.it
'+393474006031;;aligio;4l1g10.4ss4l@alice.it
'+393474014932;;;popovici-adelisio@libero.it
'+393474118763;;filippino;
'+393474158150;rosato;pasqualino;
'+393474161665;grande;;olga@tim.it
'+393474167273;williams;anzio;w1ll14ms4@tim.it
'+393474167273;Gallo;illario;b4l1c3-b34t3 4nn4 m4rg4r3t3@yahoo.com
'+393474196981;maldini;orviero;
'+393474202809;arlati;righetto;
'+393474238894;tarnogrodzki;umbertino;C4tt4n30-m4nsu3t0@yahoo.com
'+393474436956;barone;elzo;b4r0n33lz0@tim.it
'+393474488418;;;dovolpe@virgilio.it
'+393474500058;Pellegrini;;pellegrini.diaz@yahoo.com
'+393474561844;bonn;oles;oles34@libero.it
'+393474582467;Pisacane;;pisacaneantera@hotmail.com
'+393474676258;pascucci;fabrio;
'+393474720388;potalivo ;defendi;potalivo 30@alice.it
'+393474809761;;feba;g4d3 d0m3n1c0 @hotmail.com
'+393474828664;;Florestana;
'+393474829650;;domitilla;d-4lb4n3s3@hotmail.it
'+393474841315;;;
'+393474848706;grebenea;diodora;polda80@gmail.com
'+393474850763;nurul;pierandrea;
'+393474914216;Meloni;angelina;
'+393475005127;montevecchi;desolino;montevecchi68@alice.it
'+393475005127;;assuntino;4ssunt1n0-m3rc4nt1n1@virgilio.it
'+393475022864;;dolorino;t3l3sf3r0b4r0n3@virgilio.it
'+393475108634;di menna;;
'+393475229705;pompili;bertilla;
'+393475230269;;alcido;alcido41@hotmail.com
'+393475246411;fusini;edgardo;edga-fusini@hotmail.com
'+393475269660;Basile;orisma;c4st4gn0l10@hotmail.it
'+393475290152;Karim;;a.karim@gmail.com
'+393475342044;;michelino;denisia07@gmail.com
'+393475475266;;gallo;wicher-g@alice.it
'+393475475266;;;gioiele46@hotmail.com
'+393475547091;;;gervasio78@virgilio.it
'+393475557568;ciarlariello;amandina;ciarlariello97@hotmail.com
'+393475692125;;;veneria38@gmail.com
'+393475765778;;deomira;giurgola81@libero.it
'+393475767046;zito;gualtieri;ireo46@virgilio.it
'+393475772113;laurenti;sabadino;
'+393475811462;jianu;jolando;jianu.jolando@libero.it
'+393475822176;;liliano;e.serra@hotmail.it
'+393475824273;;;carletta24@libero.it
'+393475885282;sanna;;igidio48@tim.it
'+393475885282;parini;erico;m.lecca@tim.it
'+393476004147;;noË;nocroce@virgilio.it
'+393476037145;Saccone;;agnello34@hotmail.com
'+393476054079;pelo;marie odette rose gabrielle;g3rm4n1n0.pr4cucc1@alice.it
'+393476055164;;germanino;germanino31@alice.it
'+393476210249;;;
'+393476241455;;berta;f4bb10p4r1n1@alice.it
'+393476241455;pelo;ia;
'+393476288668;;libiana;lpepe@alice.it
'+393476422227;;ilenia;
'+393476492824;De santis;;gromala.liborio@yahoo.com
'+393476533581;bianchi;consolata;co.bianchi@virgilio.it
'+393476557301;;;aldemina23@libero.it
'+393476619062;Battaglia;;
'+393476672171;fontana;raldo;
'+393476746413;Toader;;colombo55@alice.it
'+393476747244;;Eneide;ene-blasi@alice.it
'+393476753976;Pastore;alidea;4P4st0r3@yahoo.com
'+393476807749;Minuz;;minuz.romina@alice.it
'+393476983530;guzman soriano;oreliana;0r3l14n4guzm4n s0r14n0@libero.it
'+393476983530;de sterlich;;
'+393477122338;errichetti;provvida;baldinotti.galeana@alice.it
'+393477145046;filippelli;olfeo;Esp0s1t0.0r1ll0@yahoo.com
'+393477156831;;;romolo31@libero.it
'+393477316355;martellini ;fiorangelo;f1-m4rt3ll1n1 @hotmail.com
'+393477323861;;walfredo;walfredo82@gmail.com
'+393477340957;stazzone;primitiva;
'+393477347392;;;
'+393477491538;paul;vassilli;v4ss1ll1.p4ul@alice.it
'+393477499210;lesniewska;fiorisa;giacinto33@libero.it
'+393477656264;jianu;glorio;abcdef@libero.it
'+393477703272;bazzocchi;pepino;b4zz0cch1p3p1n0@alice.it
'+393477703272;latini;faira;eichenberger60@tim.it
'+393477748620;d'agapito;pompeo;abcdefghijk@libero.it
'+393477753330;vitor;guendalina;gu3nd4l1n4.v1t0r@gmail.com
'+393477780144;iacobelli;;fiacobelli@virgilio.it
'+393477797166;;;
'+393477975873;errahmani;giosaffatto;xasyjpxk@gmail.com
'+393477975873;nuti;ifigenia;1.nut1@tim.it
'+393477976110;;liberatore;s4nkh4r3-r4q4b1@libero.it
'+393477986857;quartarone;oselio;0s3.qu4rt4r0n3@tim.it
'+393478017721;;;silvestre45@libero.it
'+393478024657;cheikh talibouya;onesino;cheikh talibouya29@tim.it
'+393478024657;;lico;l1c00rtu@libero.it
'+393478094089;harasymiuk;fidenzia;p4p4l30.0rl4@alice.it
'+393478133237;Mariani;raoul;Mariani04@yahoo.com
'+393478150703;Guerra;frasina;1d4l1n4p3r31r4 d3 c4str0@libero.it
'+393478213747;corraretti;elisa;
'+393478315032;pello';;br4.p3ll0'@tim.it
'+393478315957;amato;brunella;amerinda24@gmail.com
'+393478343945;Paul;Leterio;leterio45@gmail.com
'+393478477761;;oristilla;oldrado04@gmail.com
'+393478517945;;pier andrea;pier andrea49@hotmail.it
'+393478535867;clementucci;idolo;idolo-clementucci@alice.it
'+393478561375;zaccaria;micuccio;micuccio33@hotmail.com
'+393478638407;;;miralda09@tim.it
'+393478645724;;ermello;odinella59@virgilio.it
'+393478650612;sanges;;porthos46@gmail.com
'+393478787007;;;bemattioni@gmail.com
'+393478820233;zivkovic;cesiro;saria45@alice.it
'+393478920100;tufano;rema;3-s4nn4@yahoo.com
'+393478923691;Monaco;stalino;
'+393478929424;torraca;tristano;tr1st4n0t0rr4c4@hotmail.it
'+393478929424;leonetti;calimero;l30n3tt1-c@yahoo.com
'+393478971011;settembrini;;t3r3nz14.t0rr4c4@yahoo.com
'+393479077328;vanni;raffaelo;
'+393479083075;;Flaviana;fla.castagnoli@yahoo.com
'+393479127479;Zeolla;;zeollaca@tim.it
'+393479177356;basile;mirra;basile66@libero.it
'+393479229755;;Mirvana;mirvana-di_paolo@gmail.com
'+393479232259;;;
'+393479247720;;;rosarioguerra@gmail.com
'+393479254434;Galli;Festilio;festilio-galli@tim.it
'+393479306115;;;wa.huaman_lopez@virgilio.it
'+393479430954;;;salvadora69@hotmail.com
'+393479436082;Castagna;;vemonti@tim.it
'+393479490826;;;jagmin94@alice.it
'+393479518865;potalivo ;palmero;sctjkztpsjc@yahoo.com
'+393479553619;;;
'+393479633150;;;
'+393479679166;charaf;como;
'+393479695628;;;navarro93@virgilio.it
'+393479704039;;;i4l4_b3ll4@gmail.com
'+393479731252;naci;magno;magno85@tim.it
'+393479755548;piccoli;mariapia;haryadi96@gmail.com
'+393480021621;castagna;;
'+393480052294;martys;odoletta;0-m4rtys@tim.it
'+393480074521;jebrane;william ramiro;
'+393480132424;mane;emmanuele;3mm4nu3l3m4n3@alice.it
'+393480140832;;uta;uta61@gmail.com
'+393480187025;mauro;fedelino;mamotc@hotmail.it
'+393480207700;;;depeppe-one@gmail.com
'+393480231713;;;evita03@alice.it
'+393480246090;lucarini;azia;
'+393480285852;lazazzera;;lazazzera13@tim.it
'+393480311786;rizzelli;marchisio;marchisio68@hotmail.com
'+393480341748;ceraldi;artemidio;fiova66@hotmail.it
'+393480341748;;;idolo-clementucci@alice.it
'+393480465904;Proietti;alearda;Proietti19@yahoo.com
'+393480479231;Iachini;;
'+393480479603;;;olizurzolo@libero.it
'+393480645471;;;demetriagiorgi@tim.it
'+393480668823;bello;;
'+393480730220;donati;patryk;p4trykd0n4t1@virgilio.it
'+393480753801;;;glopez@gmail.com
'+393480758349;;;
'+393480846634;emumwen;solimano;odinella.costa@hotmail.it
'+393480846634;cheikh talibouya;;cheikhtalibouya.alba@virgilio.it
'+393480934716;Metozzi;;giannandrea17@tim.it
'+393481041544;;darvino;neldo51@hotmail.it
'+393481121449;;;fredesvinda46@yahoo.com
'+393481189574;galli;villelma;galli94@hotmail.it
'+393481189574;wally;stefanella;caccamo90@virgilio.it
'+393481309468;mamone;ascenzo;g3-tr0mb1n0@tim.it
'+393481379202;;;desdemona.simoni@libero.it
'+393481402507;zenina;lorella;l0-z3n1n4@hotmail.it
'+393481425983;haryadi;alghero;
'+393481458367;massa;terzilia;terzilia46@tim.it
'+393481538244;Fiore;nera;
'+393481538244;;amandino;a-pracucci@hotmail.com
'+393481682497;cardinetti;filindo;filindo25@alice.it
'+393481685486;esposito;dardano;
'+393481845271;sassetti;nordino;nordino73@hotmail.com
'+393481847225;balloni;noË;sebastiani25@hotmail.it
'+393481888552;eichenberger;;pasquini90@gmail.com
'+393482045589;Cardinetti;;rasmo-cardinetti@tim.it
'+393482049043;karim;ervenio;celino61@gmail.com
'+393482078172;;;pal_ionut@hotmail.it
'+393482083565;renzoni;maurelio;maurelio82@tim.it
'+393482096085;Bento da silva;;omaro48@hotmail.com
'+393482155571;;;
'+393482171968;lanzoni;tonio;t4r0zz1-j4nn4@tim.it
'+393482213534;luzzi;leopoldina;
'+393482258870;popescu;teresita;popescu36@virgilio.it
'+393482262035;;dolorinda;
'+393482262035;campanella;esuperia;esu-campanella@alice.it
'+393482262035;boschi;lerio;
'+393482294484;ferrarese;olesia;
'+393482428492;zaratti;ciso;zaratti71@yahoo.com
'+393482433942;;;europa-zavalloni@hotmail.it
'+393482443241;williams;faostino;faostino64@alice.it
'+393482450028;castagna;silva;d-4lb4n3s3@hotmail.it
'+393482480745;moschetti;gaudenzo;
'+393482519493;harasymiuk;osiria;osiria17@virgilio.it
'+393482525055;;;vi.pagano@libero.it
'+393482528939;emumwen;virginio;3mumw3n.v@libero.it
'+393482545241;mahu;merope;ubljsfyyemx@yahoo.com
'+393482608241;caligiuri;crescenza;grsdfpfeq@tim.it
'+393482668350;ossati;terza;terza83@virgilio.it
'+393482672789;;Fiorano;fe-marocchini@gmail.com
'+393482770590;;Armelinda;lucchiarme@tim.it
'+393482851022;cheikh talibouya;nando;n4.ch31kh t4l1b0uy4@hotmail.it
'+393482873816;;;palmerobianchi@libero.it
'+393482909749;;;Cavallo92@alice.it
'+393482934720;di renna;antonico;4rm4nn0.L0mb4rd0@hotmail.com
'+393482978337;castaldi;semplicio;s3-c4st4ld1@virgilio.it
'+393483049924;Lucchi;;metodio96@hotmail.it
'+393483071654;;giacchino;depeppe87@hotmail.com
'+393483089348;;;0l1-4cc4d14@tim.it
'+393483089348;;fiorita;l30n0r4curc10@libero.it
'+393483129613;filagna;griselda;g.f1l4gn4@yahoo.com
'+393483171734;;orante;s1.R1cc14rd1@yahoo.com
'+393483211435;;gianluigi;eda95@libero.it
'+393483216052;;orma;orma.mezzogori@tim.it
'+393483218460;massa;;gelasio.massa@alice.it
'+393483218460;pompili;omelia;cichon@hotmail.com
'+393483241225;;Halina;halina30@libero.it
'+393483351388;pracucci;;conti41@hotmail.it
'+393483351520;Romeo;galatea;g4l4t34R0m30@alice.it
'+393483428228;;furtunata;gentilefurtunata@tim.it
'+393483440300;;mira;caraballomira@virgilio.it
'+393483533166;;nicolosa;nicolosa-martino@virgilio.it
'+393483560472;De la cruz;;prisco98@tim.it
'+393483563195;mangano;didaco;f3r14n4-r0s4t0@alice.it
'+393483655816;colli;agenore;crescenzo@gmail.com
'+393483655816;Leone;lunetta;argio03@hotmail.com
'+393483668334;sasvari;eda;eda-sasvari@yahoo.com
'+393483668334;;marcuccia;marcuccia62@virgilio.it
'+393483668334;strazzanti;orietto;ri.parravani@yahoo.com
'+393483734586;Marini;cleofina;Marini54@tim.it
'+393483736552;massa;rosanna;r-massa@hotmail.com
'+393483837475;hijjoui;pilar;p.h1jj0u1@alice.it
'+393483855691;;;piranucci@alice.it
'+393483964172;;;policarpo@alice.it
'+393484056512;;ansuino;
'+393484070791;;;carrara73@libero.it
'+393484302665;Fontana;odobella;F0nt4n4.0d0b3ll4@yahoo.com
'+393484305206;;;
'+393484317130;;;genziosanna@tim.it
'+393484320332;;ivina;ivina48@hotmail.com
'+393484385202;cecchetti;;
'+393484408376;marano;maril˘;
'+393484534125;gentili;arcadio;v0lf4ng0l4b3ll4@hotmail.com
'+393484551591;balta;fenicia;fenicia51@virgilio.it
'+393484569265;naci;giulietto;g-n4c1@libero.it
'+393484607225;terracciano;;m.t3rr4cc14n0@libero.it
'+393484607225;corrado;velledo;v3ll3d0.c0rr4d0@gmail.com
'+393484761985;Bellini;ersilio;3rs1B3ll1n1@virgilio.it
'+393484832065;di marco;faliera;cpapymfmf@virgilio.it
'+393484832065;caraballo;gemma;romantino78@yahoo.com
'+393484832065;mincuzzi;onofria;mincuzzi29@hotmail.it
'+393484935175;Popescu;;noyoikameuv@virgilio.it
'+393484990880;paolini;porfidio;r0s4l14-b4gn4t0@libero.it
'+393485062824;;;amerindo.ceccarelli@alice.it
'+393485172040;giuliani;;a-guillencrespo@tim.it
'+393485277834;Coppola;isaura;isaura60@yahoo.com
'+393485345907;Pello';Oscaro;opello'@gmail.com
'+393485355261;jaschke ;;jaschke16@gmail.com
'+393485385318;raqabi;ginevra;
'+393485398757;abu;fulvo;idina50@libero.it
'+393485398757;Silvestri;norveglio;0b3-m0ukr1m@gmail.com
'+393485398757;Moretti;angiolino;angiolino43@virgilio.it
'+393485423169;;;c4ld1r0n10d3tt0@gmail.com
'+393485656644;Fumagalli;;m3fum4g4ll1@gmail.com
'+393485680215;gigante;biondino;C4t4l4n0-1sv4@hotmail.com
'+393485694960;castaldo;donillo;enedina14@hotmail.com
'+393485722089;;marcuccio;1d3 fr31t4s s0us4 t4v4r3s@tim.it
'+393485746263;pelliccia;mazzina;
'+393485772671;;geltrude;
'+393486139964;;;adelchi@hotmail.it
'+393486241640;quadalti noferini;oriela;ujncchrcdjy@alice.it
'+393486494644;trasforini;nazzareno;y0.mur4t0r1@alice.it
'+393486499527;;Bartolomea;bartolomea41@hotmail.com
'+393486508156;;beatrice;beatriceveneziani@libero.it
'+393486632285;Gori;Fidelina;
'+393486646784;de simone;dalmazio;
'+393486652821;;onio;marcuccia62@virgilio.it
'+393486660672;;;fiorlinda.baldinotti@hotmail.it
'+393486682976;lazar;lallo;l4z4r.l4ll0@libero.it
'+393486690263;zecchini;rutilia;rut1l14.z3cch1n1@yahoo.com
'+393486724650;iachini;sirto;duilio-nicastro@alice.it
'+393486780794;de domenico ;candida;c4-d3 d0m3n1c0 @yahoo.com
'+393486881908;Bevilacqua;Origlia;mildetaifi@yahoo.com
'+393486917179;balice;beate anna margarete;b4l1c3-b34t3 4nn4 m4rg4r3t3@yahoo.com
'+393486973314;Valentini;arcisio;arcisio21@tim.it
'+393486976113;;palmira;paul00@hotmail.it
'+393487028343;renzulli;bandino;ba.renzulli@hotmail.it
'+393487035162;Catalano;ricordo;r1c0rd0C4t4l4n0@yahoo.com
'+393487194262;Fontana;fioldisa;f1F0nt4n4@gmail.com
'+393487272948;rudel;bandinello;
'+393487304300;;;mauro70@yahoo.com
'+393487307883;;;noyoikameuv@virgilio.it
'+393487350551;;amedeo;4m3m1r4nt3@libero.it
'+393487433185;;;
'+393487448063;rucci;nuto;nut0.rucc1@alice.it
'+393487486818;siapian;palestina;
'+393487486818;passitto;;rosildo-passitto@virgilio.it
'+393487509213;;memË;r1s13r1.d1 m4rc0@yahoo.com
'+393487523781;Costantini;atalo;costantini68@libero.it
'+393487530475;Silvestri;altieri;abcdefghij@hotmail.it
'+393487591092;Zaratti;;piranucci@alice.it
'+393487594436;;;giudo-pulsoni@yahoo.com
'+393487662214;oliva;valchiria;vaoliva@tim.it
'+393487702974;;floro;f-v4nd3nbulck3@tim.it
'+393487735425;alfano;florindo;arpa.felici@yahoo.com
'+393487735880;;amino;corrado15@gmail.com
'+393487835328;;fabbia;
'+393487835328;sorgentone;lucrezio;l1s4ndr04m4t0@tim.it
'+393487874730;simonetti;belisario;
'+393487932623;Passitto;Gervasia;g3-p4ss1tt0@alice.it
'+393487946273;;odobella;0d0b3ll4f4dd4@virgilio.it
'+393487971790;Anklin;;flera48@gmail.com
'+393488146640;;ambro;ambro.pompili@hotmail.it
'+393488146640;Esposito;fenisia;pacinia@libero.it
'+393488165416;balice;;defilippis.l@gmail.com
'+393488172618;paduano;;mm014n0@tim.it
'+393488172618;bennada epse herichi;udalrico;
'+393488186197;Martinelli;genovino;alessina60@alice.it
'+393488223454;;;
'+393488299337;Gentile;maffeo;nyvbjwvxo@libero.it
'+393488332523;tosolini;;myrta.tosolini@hotmail.com
'+393488332523;;aderita;abcdefghijklm@libero.it
'+393488405553;williams;quartilio;
'+393488426822;fusini;valentina;abcdefghijkl@virgilio.it
'+393488453920;Serra;Demostene;demostene59@yahoo.com
'+393488462161;santucci;manfreda;fl4V4l3nt1n1@libero.it
'+393488500163;lena;temisto;l3n4.t3m1st0@tim.it
'+393488522472;;eritreo;e.serra@hotmail.it
'+393488525562;Parisi;;
'+393488535370;;walterina;mercantiniwa@hotmail.com
'+393488556367;;;milutinovic14@hotmail.com
'+393488557083;Grassi;nunziatina;melchiore57@libero.it
'+393488583204;;erto;epifano78@tim.it
'+393488688907;Mangano;Canciano;ddfwuvpcoixexeavttaf@alice.it
'+393488727910;martino;abdellah;
'+393488737721;;leonina;crescenzo@gmail.com
'+393488737721;bertini;nicanore;e.caruso@virgilio.it
'+393488753162;Abu;;
'+393488755941;De Rosa;santola;s4-D3 R0s4@tim.it
'+393488876345;dotti;mirte;mirte53@hotmail.it
'+393488916514;Mussinelli;;antoniuccio19@yahoo.com
'+393488986386;;;genuzio41@tim.it
'+393489201053;vannozzi;vinicia;
'+393489263359;Battaglia;frasca;frasca@hotmail.it
'+393489358230;Brambilla;polito;p0l1t0.Br4mb1ll4@hotmail.it
'+393489377728;hushchyna;alesia;hushchyn44l3@yahoo.com
'+393489394195;;Leonisia;
'+393489430643;;;terracciano29@libero.it
'+393489550180;;;borgat-wohlbang81@virgilio.it
'+393489695186;morsiani;errica;errica49@alice.it
'+393489743711;;ravenna;r4v3nn4-pl4nt4@gmail.com
'+393489743711;petritoli;lilliana;lilliana21@hotmail.com
'+393489750245;;;pal_ionut@hotmail.it
'+393489773418;;Berniero;c0cc14b@hotmail.com
'+393489840618;bello;martano;bello07@alice.it
'+393489862033;placidi ;emanuele;emanuele27@alice.it
'+393489943880;Perrone;leonilla;l30n1ll4-P3rr0n3@virgilio.it
'+393489956181;Tronconi;;toso99@tim.it
'+393489970129;zivkovic;crespino;cr3sp1n0-z1vk0v1c@tim.it
'+393489990682;;;gianantonio@hotmail.it
